order_details_id,order_id,Pizza_id,quantity
66,24,Prsc_Argla_S,1
67,25,Sicilian_M,1
68,25,Thai_Ckn_L,1
69,26,Classic_Dlx_S,1
70,26,Veggie_Veg_L,1
71,27,Bbq_Ckn_L,1
72,27,Classic_Dlx_M,1
73,27,Spinach_Fet_L,1
74,28,Ckn_Alfredo_S,1
75,29,Green_Garden_S,1
76,30,Thai_Ckn_L,1
77,31,Mexicana_M,1
78,31,Pepperoni_S,1
79,32,Big_Meat_S,1
80,32,Green_Garden_L,1
81,32,Ital_Cpcllo_L,1
82,32,Ital_Supr_M,1
83,33,Bbq_Ckn_L,1
84,33,Green_Garden_S,1
85,34,The_Greek_S,1
86,35,Green_Garden_M,1
87,35,Pep_Msh_Pep_L,1
88,35,Pepperoni_M,1
89,35,Thai_Ckn_L,1
90,36,Bbq_Ckn_M,1
91,36,Classic_Dlx_M,1
92,37,Ital_Supr_L,1
93,37,Mexicana_L,1
94,38,Hawaiian_S,1
95,38,Ital_Cpcllo_L,1
96,39,Ital_Supr_L,1
97,40,Four_Cheese_L,1
98,40,Southw_Ckn_S,1
99,41,Four_Cheese_M,1
100,41,Green_Garden_S,1
101,42,Big_Meat_S,1
102,42,Five_Cheese_L,1
103,42,Mexicana_L,1
104,42,Peppr_Salami_M,1
105,43,Ckn_Alfredo_M,1
106,43,Ital_Supr_M,1
107,43,Peppr_Salami_L,1
108,44,Spin_Pesto_S,1
109,45,Four_Cheese_L,1
110,45,Hawaiian_S,1
111,45,Thai_Ckn_M,1
112,46,Ckn_Pesto_L,1
113,46,Classic_Dlx_L,1
114,46,Thai_Ckn_M,1
115,47,Southw_Ckn_L,1
116,47,Veggie_Veg_S,1
117,48,Ckn_Pesto_M,1
118,48,Green_Garden_S,1
119,48,Prsc_Argla_L,1
120,48,Spicy_Ital_L,1
121,49,Sicilian_L,1
122,50,The_Greek_Xl,1
123,51,Bbq_Ckn_L,1
124,51,Pep_Msh_Pep_L,1
125,52,Hawaiian_L,1
126,52,Mexicana_L,1
127,52,Spicy_Ital_L,1
128,53,Pep_Msh_Pep_S,1
129,53,Spinach_Supr_M,1
130,54,Prsc_Argla_M,1
131,54,Thai_Ckn_L,1
132,55,Peppr_Salami_S,1
133,55,Spicy_Ital_L,1
134,56,Classic_Dlx_M,1
135,56,Mediterraneo_L,1
136,56,Southw_Ckn_M,1
137,57,Classic_Dlx_M,1
138,58,Five_Cheese_L,1
139,58,Pepperoni_M,1
140,59,Ital_Veggie_S,1
141,59,Pep_Msh_Pep_S,1
142,59,Pepperoni_L,1
143,60,Ckn_Pesto_L,1
144,60,Four_Cheese_M,1
145,61,Bbq_Ckn_M,1
146,61,Ital_Supr_L,1
147,62,Bbq_Ckn_M,1
148,62,Spinach_Supr_M,1
149,63,Pep_Msh_Pep_M,1
150,64,Big_Meat_S,1
151,65,Pep_Msh_Pep_S,1
152,65,Sicilian_S,1
153,65,Spicy_Ital_S,1
154,65,Spinach_Supr_M,1
155,66,Classic_Dlx_M,1
156,66,Ital_Cpcllo_M,1
157,67,Southw_Ckn_L,1
158,68,Classic_Dlx_M,1
159,68,Ital_Supr_L,1
160,68,Ital_Supr_M,1
161,69,Bbq_Ckn_L,1
162,70,Ital_Veggie_S,1
163,70,Soppressata_L,1
164,71,Thai_Ckn_L,1
165,72,Spinach_Fet_L,1
166,73,Thai_Ckn_S,1
167,74,Five_Cheese_L,1
168,74,Mexicana_L,1
169,74,Spin_Pesto_S,1
170,74,Spinach_Supr_L,1
171,75,Ital_Supr_S,1
172,75,Mediterraneo_L,1
173,75,Napolitana_L,1
174,76,Big_Meat_S,1
175,76,Hawaiian_L,1
176,76,Ital_Veggie_L,1
177,76,Spicy_Ital_L,1
178,77,Bbq_Ckn_M,1
179,77,Hawaiian_M,1
180,78,Big_Meat_S,1
181,78,Classic_Dlx_S,1
182,78,Four_Cheese_L,1
183,78,Ital_Cpcllo_M,1
184,78,Spicy_Ital_L,3
185,78,Thai_Ckn_S,1
186,79,Ital_Cpcllo_L,1
187,79,Pep_Msh_Pep_S,1
188,79,Thai_Ckn_L,1
189,80,Pepperoni_S,1
190,80,Thai_Ckn_M,1
191,81,Thai_Ckn_L,1
192,82,Big_Meat_S,1
193,82,Cali_Ckn_M,1
194,82,Spicy_Ital_L,1
195,82,Veggie_Veg_M,1
196,83,Southw_Ckn_S,1
197,84,Pepperoni_L,1
198,85,Classic_Dlx_M,1
199,85,Classic_Dlx_S,1
200,85,Ital_Supr_L,1
201,85,The_Greek_M,1
202,86,Hawaiian_L,1
203,87,Ital_Cpcllo_M,1
204,87,Mexicana_M,1
205,87,Spinach_Supr_L,1
206,87,Spinach_Supr_S,1
207,88,Five_Cheese_L,1
208,89,Soppressata_L,1
209,89,Thai_Ckn_L,1
210,90,Sicilian_L,1
211,90,Thai_Ckn_S,1
212,91,Bbq_Ckn_L,2
213,91,Ckn_Pesto_S,1
214,91,Pepperoni_S,1
215,92,Bbq_Ckn_M,1
216,92,Ital_Supr_L,1
217,92,Ital_Supr_M,1
218,92,Ital_Veggie_S,1
219,92,Pepperoni_M,1
220,92,Peppr_Salami_M,1
221,92,Spinach_Fet_S,1
222,92,Spinach_Supr_S,1
223,92,The_Greek_M,2
224,93,Sicilian_M,1
225,94,Ital_Cpcllo_M,1
226,94,Southw_Ckn_S,1
227,95,Napolitana_S,1
228,95,Peppr_Salami_L,1
229,96,Napolitana_S,1
230,97,Big_Meat_S,1
231,98,Classic_Dlx_L,1
232,98,Napolitana_L,1
233,99,Ital_Supr_L,1
234,100,Hawaiian_L,1
235,101,Cali_Ckn_L,1
236,101,Pepperoni_L,1
237,101,Soppressata_L,1
238,101,Spicy_Ital_M,1
239,102,Bbq_Ckn_S,1
240,102,Prsc_Argla_S,1
241,103,Spinach_Supr_S,1
242,104,Bbq_Ckn_M,1
243,104,Ckn_Alfredo_M,1
244,104,Ital_Veggie_M,1
245,104,Veggie_Veg_L,1
246,105,Hawaiian_S,2
247,105,Pepperoni_L,1
248,105,Prsc_Argla_M,1
249,106,Mexicana_L,1
250,106,Spicy_Ital_L,1
251,107,Cali_Ckn_L,1
252,107,Ital_Supr_M,1
253,107,Spicy_Ital_L,1
254,107,Veggie_Veg_L,1
255,108,Classic_Dlx_L,1
256,108,Hawaiian_L,1
257,108,Spinach_Supr_L,1
258,109,Ital_Cpcllo_L,1
259,109,Ital_Supr_L,1
260,109,Pepperoni_M,1
261,109,Prsc_Argla_L,1
262,110,Big_Meat_S,1
263,110,Napolitana_L,1
264,110,Soppressata_L,1
265,110,Spicy_Ital_S,1
266,111,Cali_Ckn_M,1
267,111,Five_Cheese_L,1
268,111,Pepperoni_M,1
269,111,Spin_Pesto_L,1
270,112,Pepperoni_S,1
271,113,Cali_Ckn_L,1
272,113,Mexicana_L,1
273,113,Southw_Ckn_M,1
274,114,Pepperoni_L,1
275,114,Sicilian_S,1
276,115,Big_Meat_S,1
277,115,Napolitana_L,1
278,115,Thai_Ckn_M,1
279,116,Five_Cheese_L,1
280,117,Peppr_Salami_M,1
281,117,Sicilian_L,1
282,118,Prsc_Argla_L,1
283,118,Spinach_Fet_S,1
284,119,Four_Cheese_M,1
285,120,Classic_Dlx_S,1
286,120,Hawaiian_S,1
287,120,Spinach_Fet_L,1
288,121,Bbq_Ckn_M,1
289,121,Four_Cheese_L,1
290,121,Sicilian_L,1
291,121,Southw_Ckn_L,1
292,122,Ital_Supr_M,1
293,123,Ital_Cpcllo_S,1
294,124,Bbq_Ckn_S,1
295,124,Sicilian_L,1
296,124,Spicy_Ital_L,1
297,124,The_Greek_S,1
298,125,The_Greek_Xl,1
299,126,Veggie_Veg_L,1
300,127,Pepperoni_M,1
301,128,Spicy_Ital_S,1
302,129,Big_Meat_S,1
303,129,The_Greek_M,1
304,130,Hawaiian_S,1
305,130,Ital_Cpcllo_L,1
306,130,Mexicana_M,1
307,130,Southw_Ckn_S,1
308,131,Ckn_Pesto_L,1
309,131,Five_Cheese_L,1
310,131,Green_Garden_S,1
311,131,Spinach_Supr_S,1
312,132,Pepperoni_S,1
313,133,Bbq_Ckn_L,1
314,133,Hawaiian_L,1
315,133,The_Greek_S,1
316,134,Big_Meat_S,1
317,134,Southw_Ckn_L,1
318,134,Spinach_Supr_S,1
319,135,Veggie_Veg_L,1
320,136,Five_Cheese_L,1
321,136,Peppr_Salami_S,1
322,137,Mediterraneo_L,1
323,137,Pepperoni_S,1
324,137,Spicy_Ital_M,1
325,138,Cali_Ckn_M,1
326,138,Four_Cheese_L,1
327,138,Ital_Veggie_L,1
328,138,Sicilian_M,1
329,139,Five_Cheese_L,1
330,140,Prsc_Argla_S,1
331,140,Veggie_Veg_M,1
332,141,Classic_Dlx_M,1
333,142,Green_Garden_M,1
334,143,Cali_Ckn_S,1
335,143,Classic_Dlx_S,1
336,143,Hawaiian_L,1
337,143,Mexicana_M,1
338,143,Pepperoni_L,1
339,143,Prsc_Argla_S,1
340,143,Thai_Ckn_L,1
341,143,Veggie_Veg_M,1
342,144,Bbq_Ckn_M,3
343,144,Big_Meat_S,1
344,144,Cali_Ckn_L,1
345,144,Ckn_Pesto_M,1
346,144,Five_Cheese_L,1
347,144,Four_Cheese_L,1
348,144,Pep_Msh_Pep_S,1
349,144,Southw_Ckn_L,1
350,144,Southw_Ckn_S,1
351,144,Spicy_Ital_L,1
352,144,Thai_Ckn_M,1
353,144,Veggie_Veg_L,1
354,145,The_Greek_S,1
355,146,Cali_Ckn_L,1
356,146,Four_Cheese_M,1
357,146,Hawaiian_M,1
358,147,The_Greek_Xl,1
359,148,Mediterraneo_S,1
360,149,Spinach_Fet_M,1
361,150,Pepperoni_M,1
362,151,Southw_Ckn_L,1
363,151,Spinach_Supr_S,1
364,152,Hawaiian_S,1
365,152,Spinach_Fet_L,1
366,152,Thai_Ckn_S,1
367,152,The_Greek_M,1
368,153,Mexicana_M,1
369,154,Prsc_Argla_S,1
370,155,Ckn_Pesto_S,1
371,155,Napolitana_L,1
372,155,Pepperoni_L,1
373,155,Peppr_Salami_L,1
374,156,Napolitana_M,1
375,156,Thai_Ckn_L,1
376,157,Ital_Supr_L,1
377,157,Mediterraneo_M,1
378,157,Sicilian_M,1
379,157,Spin_Pesto_M,1
380,158,Ital_Veggie_M,1
381,158,Thai_Ckn_M,1
382,159,Four_Cheese_L,1
383,159,Thai_Ckn_M,1
384,160,Classic_Dlx_M,1
385,161,Hawaiian_S,1
386,161,Spicy_Ital_M,1
387,161,The_Greek_Xl,1
388,162,Big_Meat_S,1
389,163,Hawaiian_M,1
390,163,Pepperoni_L,1
391,163,The_Greek_M,1
392,164,Cali_Ckn_L,1
393,164,Pepperoni_M,1
394,165,Prsc_Argla_M,1
395,166,Prsc_Argla_S,1
396,167,Bbq_Ckn_L,1
397,167,Ital_Supr_M,1
398,167,Pepperoni_M,1
399,168,Big_Meat_S,1
400,168,Veggie_Veg_M,1
401,169,Four_Cheese_L,1
402,169,Ital_Cpcllo_S,1
403,169,Sicilian_M,1
404,170,Hawaiian_L,1
405,171,Napolitana_M,1
406,172,Napolitana_S,1
407,172,Spinach_Supr_M,1
408,172,Thai_Ckn_L,1
409,173,Cali_Ckn_M,1
410,173,Classic_Dlx_M,1
411,173,Veggie_Veg_L,1
412,174,Big_Meat_S,1
413,174,Cali_Ckn_L,1
414,174,Cali_Ckn_M,1
415,174,Ital_Cpcllo_M,1
416,175,Ital_Supr_L,1
417,176,Cali_Ckn_L,1
418,176,Peppr_Salami_M,1
419,177,Napolitana_S,1
420,177,Thai_Ckn_L,1
421,178,Peppr_Salami_L,1
422,179,Hawaiian_L,1
423,179,Sicilian_M,1
424,179,Veggie_Veg_S,1
425,180,Classic_Dlx_L,1
426,180,Prsc_Argla_L,1
427,181,Mexicana_L,1
428,182,Brie_Carre_S,1
429,182,Peppr_Salami_L,1
430,183,Napolitana_M,1
431,183,Spin_Pesto_L,1
432,183,Spin_Pesto_S,1
433,184,Hawaiian_L,1
434,185,Sicilian_M,1
435,185,Spin_Pesto_S,1
436,186,Mexicana_L,1
437,186,Southw_Ckn_L,1
438,186,Spin_Pesto_L,1
439,186,Thai_Ckn_L,1
440,187,Five_Cheese_L,1
441,187,Spin_Pesto_L,1
442,188,Five_Cheese_L,1
443,188,Pepperoni_S,1
444,188,Peppr_Salami_L,1
445,189,Big_Meat_S,2
446,189,Thai_Ckn_S,1
447,190,Bbq_Ckn_L,1
448,190,Four_Cheese_M,1
449,190,Pep_Msh_Pep_S,1
450,190,Prsc_Argla_L,1
451,191,Cali_Ckn_L,1
452,191,Ckn_Alfredo_M,1
453,192,Sicilian_S,1
454,192,Southw_Ckn_L,1
455,193,Big_Meat_S,1
456,193,Cali_Ckn_M,1
457,193,Ckn_Alfredo_L,2
458,194,Bbq_Ckn_S,1
459,195,Bbq_Ckn_L,1
460,196,Sicilian_S,1
461,196,Spicy_Ital_M,1
462,196,Veggie_Veg_M,1
463,197,Four_Cheese_L,1
464,197,Ital_Cpcllo_L,1
465,197,Ital_Veggie_L,1
466,197,Soppressata_L,1
467,198,Big_Meat_S,1
468,198,Ckn_Alfredo_L,1
469,199,Ckn_Alfredo_M,1
470,200,The_Greek_Xl,1
471,201,Calabrese_M,1
472,201,Ckn_Pesto_L,1
473,201,Ital_Supr_L,1
474,201,The_Greek_Xl,1
475,202,Cali_Ckn_S,1
476,203,Cali_Ckn_L,1
477,203,Ital_Veggie_M,1
478,203,Pep_Msh_Pep_L,1
479,203,The_Greek_S,1
480,204,Spicy_Ital_L,1
481,205,Cali_Ckn_S,1
482,205,Ckn_Alfredo_M,1
483,205,Prsc_Argla_S,1
484,206,Napolitana_M,1
485,206,Pepperoni_S,1
486,206,Spicy_Ital_L,1
487,207,Spicy_Ital_L,1
488,208,Bbq_Ckn_L,1
489,208,Bbq_Ckn_S,1
490,208,Ckn_Alfredo_M,1
491,208,Pepperoni_M,1
492,208,The_Greek_M,1
493,209,Cali_Ckn_L,1
494,210,Spinach_Fet_S,1
495,211,Pepperoni_S,1
496,212,Ital_Cpcllo_L,1
497,213,Four_Cheese_L,1
498,214,Ital_Cpcllo_L,1
499,214,Ital_Supr_M,1
500,214,Mexicana_S,1
501,214,Spin_Pesto_M,1
502,215,Green_Garden_S,1
503,216,Bbq_Ckn_M,1
504,216,Five_Cheese_L,1
505,216,Hawaiian_L,1
506,217,Classic_Dlx_M,1
507,217,Spinach_Fet_S,1
508,218,Spicy_Ital_M,1
509,219,Bbq_Ckn_L,1
510,219,Five_Cheese_L,1
511,219,Peppr_Salami_M,1
512,219,Spinach_Fet_M,1
513,220,Hawaiian_S,1
514,220,Ital_Cpcllo_S,1
515,220,Napolitana_L,1
516,220,Spicy_Ital_L,1
517,221,Five_Cheese_L,1
518,221,Prsc_Argla_M,1
519,221,The_Greek_S,1
520,222,Four_Cheese_L,1
521,222,Sicilian_S,1
522,223,Pep_Msh_Pep_S,1
523,224,Ckn_Alfredo_S,1
524,224,Ital_Supr_M,1
525,224,Napolitana_M,1
526,224,Thai_Ckn_L,1
527,225,Bbq_Ckn_L,1
528,225,Bbq_Ckn_M,1
529,225,Southw_Ckn_S,1
530,226,Classic_Dlx_L,1
531,227,Bbq_Ckn_M,1
532,227,The_Greek_M,1
533,228,Ital_Veggie_S,1
534,229,Ital_Veggie_L,1
535,229,Prsc_Argla_L,1
536,229,Spin_Pesto_S,1
537,230,Thai_Ckn_M,1
538,231,Cali_Ckn_L,1
539,231,Napolitana_S,1
540,231,Prsc_Argla_S,1
541,232,Bbq_Ckn_M,1
542,232,Spinach_Supr_L,1
543,233,Spinach_Fet_S,1
544,234,Ckn_Alfredo_M,1
545,234,Ital_Supr_S,1
546,234,Napolitana_M,1
547,235,Cali_Ckn_M,1
548,236,Classic_Dlx_L,1
549,236,Green_Garden_M,1
550,237,Green_Garden_S,1
551,238,Spin_Pesto_L,1
552,239,Ital_Supr_L,1
553,239,Thai_Ckn_M,1
554,240,Four_Cheese_M,1
555,241,Sicilian_M,1
556,241,Spinach_Supr_L,1
557,242,Calabrese_M,1
558,242,Thai_Ckn_L,1
559,242,Veggie_Veg_M,1
560,243,Classic_Dlx_L,1
561,243,Spinach_Supr_S,1
562,244,Ital_Supr_S,1
563,244,Spicy_Ital_L,1
564,245,Bbq_Ckn_L,1
565,245,Ckn_Pesto_L,1
566,246,Ckn_Alfredo_M,1
567,246,Pepperoni_L,1
568,247,Hawaiian_M,1
569,247,Sicilian_M,1
570,247,Spinach_Supr_S,1
571,248,Hawaiian_S,1
572,248,Thai_Ckn_L,1
573,249,Bbq_Ckn_L,1
574,249,Calabrese_S,1
575,250,Four_Cheese_M,1
576,251,Mexicana_M,1
577,252,Prsc_Argla_M,1
578,253,Brie_Carre_S,1
579,254,Bbq_Ckn_L,1
580,254,Brie_Carre_S,1
581,254,Five_Cheese_L,1
582,255,Five_Cheese_L,1
583,255,Green_Garden_M,1
584,255,Hawaiian_L,1
585,255,Spinach_Fet_M,1
586,256,Pep_Msh_Pep_L,1
587,257,Cali_Ckn_L,1
588,257,Ckn_Alfredo_L,1
589,258,Classic_Dlx_M,1
590,259,Pepperoni_L,1
591,260,Five_Cheese_L,1
592,260,The_Greek_L,1
593,261,Brie_Carre_S,1
594,262,Cali_Ckn_M,1
595,263,Spin_Pesto_L,1
596,264,Mexicana_M,1
597,265,Ckn_Alfredo_M,1
598,265,Mexicana_L,1
599,265,Sicilian_M,1
600,265,Spicy_Ital_L,1
601,266,Peppr_Salami_M,1
602,267,Four_Cheese_L,1
603,267,Mediterraneo_L,1
604,267,Napolitana_S,1
605,268,Ital_Supr_L,1
606,268,Pepperoni_S,1
607,269,Ckn_Alfredo_M,1
608,270,Southw_Ckn_L,1
609,270,Spin_Pesto_L,1
610,270,Thai_Ckn_L,1
611,271,Big_Meat_S,1
612,271,Cali_Ckn_M,2
613,271,Ckn_Alfredo_M,2
614,271,Ckn_Pesto_L,2
615,271,Classic_Dlx_M,1
616,271,Ital_Supr_M,1
617,271,Sicilian_S,1
618,271,Soppressata_M,1
619,271,Southw_Ckn_M,1
620,271,The_Greek_S,1
621,272,Ital_Supr_M,1
622,273,Soppressata_S,1
623,274,Four_Cheese_L,1
624,274,Thai_Ckn_L,1
625,275,Classic_Dlx_L,1
626,275,Five_Cheese_L,1
627,275,Pepperoni_S,1
628,275,Sicilian_M,1
629,276,Five_Cheese_L,1
630,276,Spicy_Ital_L,1
631,277,Four_Cheese_M,1
632,278,Ital_Veggie_M,1
633,278,Southw_Ckn_L,1
634,279,Cali_Ckn_M,1
635,279,Ckn_Alfredo_M,1
636,280,Prsc_Argla_M,1
637,280,Veggie_Veg_M,1
638,281,Sicilian_S,1
639,282,Classic_Dlx_S,1
640,282,Five_Cheese_L,1
641,282,Peppr_Salami_L,1
642,282,Spin_Pesto_L,1
643,283,Napolitana_M,1
644,284,Four_Cheese_M,1
645,284,Hawaiian_S,1
646,284,Napolitana_M,1
647,285,Prsc_Argla_L,1
648,286,Ital_Supr_M,1
649,286,Peppr_Salami_L,1
650,287,Ital_Supr_M,1
651,287,Pep_Msh_Pep_M,1
652,287,Pepperoni_M,1
653,287,Sicilian_S,1
654,288,Brie_Carre_S,1
655,288,Prsc_Argla_L,1
656,288,Spinach_Supr_L,1
657,289,Five_Cheese_L,1
658,290,Classic_Dlx_S,1
659,290,Veggie_Veg_M,1
660,291,Bbq_Ckn_L,1
661,291,Ckn_Alfredo_M,2
662,291,Four_Cheese_M,1
663,292,Spin_Pesto_M,1
664,292,Spinach_Fet_L,1
665,293,Classic_Dlx_S,1
666,293,Ital_Veggie_S,1
667,294,Bbq_Ckn_M,1
668,294,Ital_Supr_L,1
669,294,Thai_Ckn_L,1
670,295,Cali_Ckn_M,1
671,296,Green_Garden_S,1
672,296,Ital_Cpcllo_S,1
673,296,Thai_Ckn_M,1
674,297,Southw_Ckn_M,1
675,298,Cali_Ckn_M,1
676,298,Cali_Ckn_S,1
677,298,Ckn_Alfredo_M,1
678,298,Classic_Dlx_S,1
679,299,Classic_Dlx_S,1
680,299,Spinach_Fet_M,1
681,300,Big_Meat_S,1
682,300,Ital_Cpcllo_S,1
683,300,Ital_Veggie_S,1
684,300,Spinach_Supr_S,1
685,301,Napolitana_L,1
686,302,Peppr_Salami_L,1
687,303,Big_Meat_S,1
688,303,Ital_Cpcllo_M,1
689,303,Pepperoni_S,1
690,304,Hawaiian_S,1
691,304,Mexicana_L,1
692,305,Pepperoni_L,1
693,305,Sicilian_S,1
694,305,Spicy_Ital_M,1
695,306,Big_Meat_S,1
696,306,Hawaiian_S,1
697,306,Napolitana_M,1
698,307,Classic_Dlx_L,1
699,307,Thai_Ckn_M,1
700,308,Hawaiian_L,1
701,308,Pep_Msh_Pep_L,1
702,308,Thai_Ckn_S,1
703,309,Five_Cheese_L,1
704,309,Peppr_Salami_M,1
705,310,Hawaiian_S,1
706,310,Thai_Ckn_S,1
707,311,Sicilian_L,1
708,312,Big_Meat_S,1
709,312,Brie_Carre_S,1
710,312,Ckn_Alfredo_M,1
711,312,Sicilian_M,1
712,313,Classic_Dlx_M,1
713,314,Calabrese_M,1
714,314,Five_Cheese_L,1
715,314,Green_Garden_M,1
716,314,Hawaiian_M,1
717,314,Veggie_Veg_M,1
718,315,Classic_Dlx_M,1
719,316,Hawaiian_S,1
720,316,Ital_Supr_M,1
721,317,Cali_Ckn_S,1
722,317,Classic_Dlx_M,1
723,317,Four_Cheese_L,1
724,317,Hawaiian_S,1
725,317,Pep_Msh_Pep_L,1
726,317,Prsc_Argla_S,1
727,317,Spinach_Fet_S,1
728,318,Ital_Cpcllo_L,1
729,318,Mexicana_L,1
730,318,Soppressata_S,1
731,318,Spicy_Ital_L,1
732,319,Ital_Supr_M,1
733,320,Cali_Ckn_M,1
734,320,Ckn_Pesto_L,1
735,321,Ital_Supr_L,1
736,322,Cali_Ckn_L,1
737,322,Ckn_Pesto_L,1
738,322,Classic_Dlx_S,1
739,322,Thai_Ckn_L,1
740,323,Classic_Dlx_M,1
741,324,Five_Cheese_L,1
742,325,Classic_Dlx_S,1
743,325,Veggie_Veg_S,1
744,326,Cali_Ckn_M,1
745,326,Spinach_Supr_L,1
746,327,Classic_Dlx_M,1
747,328,Mediterraneo_L,1
748,329,Spicy_Ital_L,1
749,329,Spinach_Supr_M,1
750,330,Big_Meat_S,1
751,330,Ckn_Alfredo_M,1
752,330,Classic_Dlx_M,1
753,330,Classic_Dlx_S,1
754,330,Five_Cheese_L,1
755,330,Four_Cheese_L,2
756,330,Hawaiian_L,1
757,330,Pep_Msh_Pep_L,1
758,330,Peppr_Salami_S,1
759,330,Sicilian_L,1
760,330,Spicy_Ital_L,1
761,330,Spicy_Ital_M,1
762,330,Spinach_Fet_L,1
763,330,The_Greek_M,1
764,331,Prsc_Argla_M,1
765,332,Sicilian_M,1
766,332,Southw_Ckn_L,1
767,332,Thai_Ckn_M,1
768,333,Ckn_Alfredo_M,1
769,334,Calabrese_L,1
770,334,Pepperoni_M,1
771,334,Southw_Ckn_M,1
772,334,Thai_Ckn_L,1
773,335,Mediterraneo_L,1
774,336,Prsc_Argla_L,1
775,337,Hawaiian_L,1
776,337,Pepperoni_L,1
777,338,Mexicana_L,1
778,338,Thai_Ckn_L,1
779,338,The_Greek_Xl,1
780,339,Spicy_Ital_M,1
781,340,Peppr_Salami_S,1
782,341,Bbq_Ckn_M,1
783,341,Pepperoni_S,1
784,342,Sicilian_L,1
785,342,Southw_Ckn_L,1
786,343,Five_Cheese_L,1
787,343,Four_Cheese_M,1
788,344,Ital_Cpcllo_M,1
789,345,Peppr_Salami_S,1
790,345,Spinach_Fet_S,1
791,346,Green_Garden_S,1
792,346,Hawaiian_S,1
793,346,Ital_Cpcllo_L,1
794,346,Napolitana_S,1
795,347,Spinach_Fet_L,1
796,347,Thai_Ckn_L,1
797,347,Veggie_Veg_M,1
798,348,Classic_Dlx_M,1
799,348,Thai_Ckn_L,1
800,348,Thai_Ckn_S,1
801,349,Pepperoni_L,1
802,350,Classic_Dlx_L,1
803,350,Pepperoni_M,2
804,350,Spicy_Ital_S,1
805,351,Big_Meat_S,1
806,351,Hawaiian_M,1
807,352,Big_Meat_S,1
808,352,Ital_Cpcllo_L,1
809,353,Bbq_Ckn_L,1
810,353,Cali_Ckn_L,1
811,353,Prsc_Argla_S,1
812,354,Green_Garden_S,1
813,354,Veggie_Veg_L,1
814,355,Ckn_Alfredo_M,1
815,355,Ital_Supr_M,1
816,356,Ckn_Alfredo_M,1
817,357,Cali_Ckn_L,1
818,357,Southw_Ckn_S,1
819,357,Spinach_Fet_S,1
820,358,Ital_Supr_M,1
821,359,Green_Garden_M,1
822,359,Thai_Ckn_L,1
823,360,Bbq_Ckn_L,1
824,360,Green_Garden_S,1
825,360,Hawaiian_S,1
826,361,Big_Meat_S,2
827,361,Ital_Cpcllo_S,1
828,362,Bbq_Ckn_M,1
829,362,Mexicana_L,1
830,363,Mediterraneo_L,1
831,363,Mexicana_L,1
832,364,Ital_Supr_M,1
833,364,The_Greek_Xl,1
834,365,Four_Cheese_M,1
835,365,Mediterraneo_L,1
836,365,Pepperoni_M,1
837,366,Ital_Cpcllo_L,1
838,367,Hawaiian_L,1
839,367,Spinach_Fet_M,1
840,368,Spin_Pesto_M,1
841,368,Thai_Ckn_L,1
842,369,Spinach_Fet_M,1
843,370,Four_Cheese_L,1
844,370,Hawaiian_S,1
845,371,Pepperoni_M,1
846,372,Spinach_Fet_S,1
847,373,Ckn_Pesto_S,1
848,373,Classic_Dlx_M,1
849,373,Sicilian_L,1
850,374,Big_Meat_S,1
851,374,Ckn_Alfredo_M,1
852,374,Peppr_Salami_S,1
